t	counts	wl0	bth	t0	t1	OD
790.2	1501.60925					
790.8	1572.56287					
791.4	1597.17944					
792	1482.78491					
792.6	1537.81018					
793.2	1466.85645					
793.8	1516.0896					
794.4	1469.75256					
795	1537.81018					
795.6	1453.82422					
796.2	1479.88879					
796.8	1520.43372					
797.4	1463.96045					
798	1475.54468					
798.6	1440.79199					
799.2	1552.29041					
799.8	1494.36914					
800.4	1450.92822					
801	1498.71313					
801.6	1523.32971					
802.2	1443.68799					
802.8	1458.16833					
803.4	1445.13599					
804	1500.16125					
804.6	1453.82422					
805.2	1487.12891					
805.8	1481.33679					
806.4	1426.31165					
807	1450.92822					
807.6	1440.79199					
808.2	1410.3833					
808.8	1463.96045					
809.4	1440.79199					
810	1436.44775					
810.6	1560.97852					
811.2	1395.90295					
811.8	1530.56982					
812.4	1429.20764					
813	1434.99976					
813.6	1497.26514					
814.2	1439.34387					
814.8	1481.33679					
815.4	1381.42261					
816	1437.89587					
816.6	1377.07849					
817.2	1416.17542					
817.8	1414.72729					
818.4	1423.41553					
819	1408.9353					
819.6	1424.86353					
820.2	1413.2793					
820.8	1382.87061					
821.4	1468.30457					
822	1407.48718					
822.6	1385.76672					
823.2	1408.9353					
823.8	1445.13599					
824.4	1424.86353					
825	1417.62341					
825.6	1332.18958					
826.2	1413.2793					
826.8	1379.97461					
827.4	1366.94226					
828	1324.94934					
828.6	1432.10376					
829.2	1388.66284					
829.8	1282.95642					
830.4	1426.31165					
831	1424.86353					
831.6	1401.69495					
832.2	1303.22888					
832.8	1355.35803					
833.4	1407.48718					
834	1413.2793					
834.6	1365.49426					
835.2	1374.1825					
835.8	1371.28638					
836.4	1382.87061					
837	1281.50842					
837.6	1364.04626					
838.2	1304.677					
838.8	1323.50134					
839.4	1332.18958					
840	1319.15723					
840.6	1336.53369					
841.2	1356.80615					
841.8	1311.91711					
842.4	1351.01392					
843	1203.3147					
843.6	1290.19653					
844.2	1346.66992					
844.8	1229.37927					
845.4	1322.05334					
846	1398.79907					
846.6	1355.35803					
847.2	1349.5658					
847.8	1365.49426					
848.4	1282.95642					
849	1275.71619					
849.6	1232.27527					
850.2	1298.88477					
850.8	1243.8595					
851.4	1306.12488					
852	1242.41162					
852.6	1277.16431					
853.2	1307.57288					
853.8	1298.88477					
854.4	1311.91711					
855	1316.26123					
855.6	1311.91711					
856.2	1301.78088					
856.8	1307.57288					
857.4	1280.06042					
858	1167.11389					
858.6	1268.47607					
859.2	1322.05334					
859.8	1185.93835					
860.4	1278.6123					
861	1282.95642					
861.6	1165.66589					
862.2	1268.47607					
862.8	1242.41162					
863.4	1239.5155					
864	1178.69812					
864.6	1180.14612					
865.2	1236.61938					
865.8	1317.70911					
866.4	1242.41162					
867	1233.72327					
867.6	1219.24304					
868.2	1235.17139					
868.8	1297.43677					
869.4	1191.73035					
870	1264.13196					
870.6	1262.68408					
871.2	1236.61938					
871.8	1177.25012					
872.4	1152.63354					
873	1294.54077					
873.6	1177.25012					
874.2	1138.1532					
874.8	1220.69104					
875.4	1255.44373					
876	1240.9635					
876.6	1253.99573					
877.2	1245.30762					
877.8	1155.52966					
878.4	1219.24304					
879	1193.17847					
879.6	1142.49731					
880.2	1253.99573					
880.8	1106.29651					
881.4	1132.36108					
882	1210.55493					
882.6	1219.24304					
883.2	1229.37927					
883.8	1239.5155					
884.4	1106.29651					
885	1275.71619					
885.6	1184.49023					
886.2	1125.12097					
886.8	1204.7627					
887.4	1148.28943					
888	1190.28235					
888.6	1142.49731					
889.2	1229.37927					
889.8	1181.59412					
890.4	1116.43274					
891	1168.56189					
891.6	1148.28943					
892.2	1184.49023					
892.8	1126.56885					
893.4	1156.97766					
894	1032.44678					
894.6	1129.46497					
895.2	1196.07446					
895.8	1148.28943					
896.4	1190.28235					
897	1139.6012					
897.6	1128.01697					
898.2	1198.97058					
898.8	1068.64771					
899.4	1129.46497					
900	1107.74451					
900.6	1151.18555					
901.2	1120.77686					
901.8	1109.1925					
902.4	1187.38635					
903	1181.59412					
903.6	1128.01697					
904.2	1075.88782					
904.8	1068.64771					
905.4	1159.87366					
906	1148.28943					
906.6	1061.40759					
907.2	1103.40051					
907.8	1017.96655					
908.4	1104.84851					
909	1116.43274					
909.6	1154.08154					
910.2	1113.53674					
910.8	1087.47205					
911.4	1096.16028					
912	1080.23193					
912.6	1114.98474					
913.2	1090.36816					
913.8	1109.1925					
914.4	1081.68005					
915	1022.31067					
915.6	1117.88074					
916.2	1119.32874					
916.8	1055.61536					
917.4	1059.95947					
918	1057.06348					
918.6	1044.03113					
919.2	1114.98474					
919.8	1083.12805					
920.4	1151.18555					
921	1080.23193					
921.6	1104.84851					
922.2	1129.46497					
922.8	1090.36816					
923.4	1036.79102					
924	1038.23901					
924.6	1049.82324					
925.2	975.973572					
925.8	1059.95947					
926.4	1064.30359					
927	1068.64771					
927.6	1088.92017					
928.2	994.798035					
928.8	1090.36816					
929.4	1061.40759					
930	1033.8949					
930.6	1099.0564					
931.2	1033.8949					
931.8	1051.27136					
932.4	1036.79102					
933	1151.18555					
933.6	1145.39343					
934.2	1002.03815					
934.8	1070.0957					
935.4	1070.0957					
936	990.453979					
936.6	1086.02405					
937.2	1041.13513					
937.8	1065.75159					
938.4	1020.86261					
939	1036.79102					
939.6	1101.95239					
940.2	1041.13513					
940.8	1023.75867					
941.4	1113.53674					
942	1041.13513					
942.6	1032.44678					
943.2	1072.99182					
943.8	1019.41455					
944.4	1070.0957					
945	951.357056					
945.6	1045.47913					
946.2	1007.83032					
946.8	1009.27838					
947.4	990.453979					
948	1055.61536					
948.6	1038.23901					
949.2	1032.44678					
949.8	1045.47913					
950.4	1049.82324					
951	1017.96655					
951.6	987.557861					
952.2	1006.38232					
952.8	1051.27136					
953.4	1059.95947					
954	1036.79102					
954.6	910.812195					
955.2	1071.54382					
955.8	944.116882					
956.4	1049.82324					
957	1010.72638					
957.6	960.045227					
958.2	1000.59021					
958.8	920.948425					
959.4	971.629517					
960	962.941345					
960.6	949.908997					
961.2	893.435791					
961.8	1016.51855					
962.4	986.109802					
963	1028.10278					
963.6	967.2854					
964.2	977.421631					
964.8	1025.20667					
965.4	1009.27838					
966	933.980652					
966.6	948.46106					
967.2	944.116882					
967.8	991.901978					
968.4	1000.59021					
969	967.2854					
969.6	987.557861					
970.2	1002.03815					
970.8	933.980652					
971.4	1029.5509					
972	928.188538					
972.6	975.973572					
973.2	932.532715					
973.8	962.941345					
974.4	975.973572					
975	947.013					
975.6	970.181519					
976.2	962.941345					
976.8	873.16333					
977.4	912.260193					
978	905.020081					
978.6	906.46814					
979.2	965.837402					
979.8	960.045227					
980.4	965.837402					
981	993.349976					
981.6	954.253174					
982.2	909.364136					
982.8	920.948425					
983.4	990.453979					
984	907.916077					
984.6	974.525635					
985.2	965.837402					
985.8	973.077576					
986.4	909.364136					
987	955.701172					
987.6	928.188538					
988.2	868.819275					
988.8	915.156311					
989.4	916.604309					
990	941.220886					
990.6	931.084656					
991.2	909.364136					
991.8	877.507446					
992.4	893.435791					
993	948.46106					
993.6	984.661804					
994.2	964.389404					
994.8	955.701172					
995.4	920.948425					
996	941.220886					
996.6	909.364136					
997.2	915.156311					
997.8	878.955505					
998.4	915.156311					
999	896.331848					
999.6	913.708252					
1000.2	844.202698					
1000.8	884.74762					
1001.4	847.098755					
1002	871.715332					
1002.6	858.683044					
1003.2	878.955505					
1003.8	919.500366					
1004.4	899.227905					
1005	925.29248					
1005.6	939.772827					
1006.2	918.052307					
1006.8	822.482178					
1007.4	884.74762					
1008	838.410522					
1008.6	849.994812					
1009.2	906.46814					
1009.8	860.131042					
1010.4	831.17041					
1011	899.227905					
1011.6	905.020081					
1012.2	877.507446					
1012.8	909.364136					
1013.4	935.428711					
1014	865.923157					
1014.6	923.844482					
1015.2	876.059387					
1015.8	889.091736					
1016.4	860.131042					
1017	887.643677					
1017.6	941.220886					
1018.2	863.027161					
1018.8	816.690125					
1019.4	829.722351					
1020	870.267273					
1020.6	826.826355					
1021.2	887.643677					
1021.8	896.331848					
1022.4	858.683044					
1023	800.76178					
1023.6	923.844482					
1024.2	805.105835					
1024.8	841.306641					
1025.4	860.131042					
1026	880.403503					
1026.6	849.994812					
1027.2	876.059387					
1027.8	863.027161					
1028.4	954.253174					
1029	787.729431					
1029.6	845.650757					
1030.2	808.001892					
1030.8	768.90509					
1031.4	828.274353					
1032	813.794006					
1032.6	812.345947					
1033.2	897.779907					
1033.8	841.306641					
1034.4	789.17749					
1035	800.76178					
1035.6	828.274353					
1036.2	857.234985					
1036.8	809.449951					
1037.4	842.7547					
1038	808.001892					
1038.6	834.066467					
1039.2	806.553833					
1039.8	821.03418					
1040.4	854.338928					
1041	870.267273					
1041.6	813.794006					
1042.2	767.457031					
1042.8	849.994812					
1043.4	828.274353					
1044	849.994812					
1044.6	808.001892					
1045.2	825.378296					
1045.8	776.145203					
1046.4	792.073547					
1047	773.249146					
1047.6	845.650757					
1048.2	768.90509					
1048.8	751.528687					
1049.4	767.457031					
1050	776.145203					
1050.6	796.417603					
1051.2	784.833435					
1051.8	834.066467					
1052.4	786.281433					
1053	767.457031					
1053.6	834.066467					
1054.2	783.385376					
1054.8	770.353027					
1055.4	728.360107					
1056	838.410522					
1056.6	786.281433					
1057.2	771.801086					
1057.8	754.424683					
1058.4	790.625488					
1059	790.625488					
1059.6	790.625488					
1060.2	831.17041					
1060.8	790.625488					
1061.4	809.449951					
1062	784.833435					
1062.6	822.482178					
1063.2	803.657837					
1063.8	819.586182					
1064.4	768.90509					
1065	822.482178					
1065.6	744.288452					
1066.2	710.983765					
1066.8	750.080627					
1067.4	834.066467					
1068	797.865662					
1068.6	735.600281					
1069.2	697.951477					
1069.8	742.840515					
1070.4	702.295532					
1071	748.632568					
1071.6	773.249146					
1072.2	816.690125					
1072.8	779.04126					
1073.4	742.840515					
1074	747.18457					
1074.6	760.216858					
1075.2	790.625488					
1075.8	770.353027					
1076.4	687.815247					
1077	724.016052					
1077.6	822.482178					
1078.2	758.768799					
1078.8	718.223877					
1079.4	705.19165					
1080	832.618469					
1080.6	680.575073					
1081.2	781.937317					
1081.8	741.392456					
1082.4	757.320801					
1083	734.152283					
1083.6	731.256226					
1084.2	725.464111					
1084.8	745.736511					
1085.4	760.216858					
1086	758.768799					
1086.6	767.457031					
1087.2	808.001892					
1087.8	728.360107					
1088.4	752.976685					
1089	676.230957					
1089.6	692.159302					
1090.2	686.367188					
1090.8	705.19165					
1091.4	799.313721					
1092	744.288452					
1092.6	728.360107					
1093.2	737.04834					
1093.8	735.600281					
1094.4	696.503418					
1095	744.288452					
1095.6	767.457031					
1096.2	682.023132					
1096.8	724.016052					
1097.4	776.145203					
1098	700.847473					
1098.6	706.639648					
1099.2	692.159302					
1099.8	663.19873					
1100.4	752.976685					
1101	725.464111					
1101.6	725.464111					
1102.2	695.05542					
1102.8	728.360107					
1103.4	738.496338					
1104	641.47821					
1104.6	653.062439					
1105.2	783.385376					
1105.8	705.19165					
1106.4	721.119995					
1107	719.671936					
1107.6	729.808167					
1108.2	651.614441					
1108.8	728.360107					
1109.4	647.270386					
1110	706.639648					
1110.6	713.879822					
1111.2	702.295532					
1111.8	674.782898					
1112.4	686.367188					
1113	738.496338					
1113.6	712.431763					
1114.2	731.256226					
1114.8	752.976685					
1115.4	706.639648					
1116	699.399536					
1116.6	739.944397					
1117.2	637.134155					
1117.8	677.679016					
1118.4	658.854553					
1119	632.789978					
1119.6	742.840515					
1120.2	668.990784					
1120.8	699.399536					
1121.4	667.542786					
1122	644.374268					
1122.6	686.367188					
1123.2	716.775879					
1123.8	682.023132					
1124.4	634.238037					
1125	695.05542					
1125.6	648.718384					
1126.2	641.47821					
1126.8	709.535706					
1127.4	648.718384					
1128	744.288452					
1128.6	695.05542					
1129.2	679.127075					
1129.8	593.693176					
1130.4	653.062439					
1131	700.847473					
1131.6	680.575073					
1132.2	640.030212					
1132.8	655.958557					
1133.4	660.302612					
1134	658.854553					
1134.6	677.679016					
1135.2	708.087708					
1135.8	695.05542					
1136.4	644.374268					
1137	696.503418					
1137.6	608.173462					
1138.2	657.406616					
1138.8	702.295532					
1139.4	612.517578					
1140	622.653809					
1140.6	686.367188					
1141.2	651.614441					
1141.8	690.711304					
1142.4	666.094788					
1143	725.464111					
1143.6	631.342041					
1144.2	696.503418					
1144.8	673.334961					
1145.4	624.101807					
1146	663.19873					
1146.6	682.023132					
1147.2	680.575073					
1147.8	663.19873					
1148.4	651.614441					
1149	658.854553					
1149.6	696.503418					
1150.2	619.757751					
1150.8	638.582153					
1151.4	574.868713					
1152	657.406616					
1152.6	648.718384					
1153.2	658.854553					
1153.8	632.789978					
1154.4	671.886902					
1155	612.517578					
1155.6	593.693176					
1156.2	718.223877					
1156.8	642.926208					
1157.4	615.413635					
1158	632.789978					
1158.6	567.628601					
1159.2	658.854553					
1159.8	645.822327					
1160.4	648.718384					
1161	609.621521					
1161.6	613.965637					
1162.2	587.901062					
1162.8	651.614441					
1163.4	613.965637					
1164	589.34906					
1164.6	593.693176					
1165.2	661.750671					
1165.8	679.127075					
1166.4	690.711304					
1167	640.030212					
1167.6	648.718384					
1168.2	596.589233					
1168.8	670.438843					
1169.4	613.965637					
1170	598.037231					
1170.6	619.757751					
1171.2	657.406616					
1171.8	642.926208					
1172.4	567.628601					
1173	587.901062					
1173.6	602.381348					
1174.2	660.302612					
1174.8	612.517578					
1175.4	585.004944					
1176	642.926208					
1176.6	548.804138					
1177.2	615.413635					
1177.8	567.628601					
1178.4	571.972656					
1179	564.732483					
1179.6	611.069519					
1180.2	592.245117					
1180.8	622.653809					
1181.4	595.141174					
1182	606.725403					
1182.6	600.933289					
1183.2	596.589233					
1183.8	580.660828					
1184.4	567.628601					
1185	682.023132					
1185.6	644.374268					
1186.2	596.589233					
1186.8	590.797058					
1187.4	602.381348					
1188	580.660828					
1188.6	595.141174					
1189.2	628.445923					
1189.8	586.453003					
1190.4	632.789978					
1191	570.524658					
1191.6	569.076599					
1192.2	624.101807					
1192.8	653.062439					
1193.4	579.21283					
1194	590.797058					
1194.6	631.342041					
1195.2	592.245117					
1195.8	624.101807					
1196.4	625.549866					
1197	598.037231					
1197.6	602.381348					
1198.2	566.180542					
1198.8	593.693176					
1199.4	579.21283					
1200	586.453003					
1200.6	598.037231					
1201.2	658.854553					
1201.8	560.388428					
1202.4	560.388428					
1203	583.556946					
1203.6	612.517578					
1204.2	528.531738					
1204.8	571.972656					
1205.4	598.037231					
1206	582.108887					
1206.6	569.076599					
1207.2	625.549866					
1207.8	635.686096					
1208.4	612.517578					
1209	579.21283					
1209.6	624.101807					
1210.2	553.148254					
1210.8	571.972656					
1211.4	579.21283					
1212	553.148254					
1212.6	534.323853					
1213.2	571.972656					
1213.8	582.108887					
1214.4	589.34906					
1215	582.108887					
1215.6	563.284424					
1216.2	574.868713					
1216.8	609.621521					
1217.4	541.564026					
1218	543.012024					
1218.6	567.628601					
1219.2	553.148254					
1219.8	554.596252					
1220.4	580.660828					
1221	576.316772					
1221.6	592.245117					
1222.2	493.778931					
1222.8	538.667908					
1223.4	576.316772					
1224	582.108887					
1224.6	574.868713					
1225.2	563.284424					
1225.8	573.420715					
1226.4	547.356079					
1227	515.499451					
1227.6	579.21283					
1228.2	538.667908					
1228.8	564.732483					
1229.4	518.395508					
1230	548.804138					
1230.6	512.603333					
1231.2	548.804138					
1231.8	576.316772					
1232.4	512.603333					
1233	509.707275					
1233.6	535.771912					
1234.2	595.141174					
1234.8	570.524658					
1235.4	509.707275					
1236	543.012024					
1236.6	586.453003					
1237.2	579.21283					
1237.8	556.044312					
1238.4	501.019073					
1239	561.836487					
1239.6	574.868713					
1240.2	582.108887					
1240.8	524.187622					
1241.4	558.940369					
1242	554.596252					
1242.6	551.700256					
1243.2	609.621521					
1243.8	531.427734					
1244.4	528.531738					
1245	538.667908					
1245.6	579.21283					
1246.2	556.044312					
1246.8	540.115967					
1247.4	496.674988					
1248	531.427734					
1248.6	579.21283					
1249.2	541.564026					
1249.8	592.245117					
1250.4	550.252197					
1251	599.485291					
1251.6	563.284424					
1252.2	514.051392					
1252.8	540.115967					
1253.4	521.291504					
1254	550.252197					
1254.6	511.155334					
1255.2	514.051392					
1255.8	579.21283					
1256.4	551.700256					
1257	496.674988					
1257.6	569.076599					
1258.2	527.083679					
1258.8	532.875793					
1259.4	547.356079					
1260	598.037231					
1260.6	537.21991					
1261.2	490.882874					
1261.8	524.187622					
1262.4	564.732483					
1263	537.21991					
1263.6	553.148254					
1264.2	532.875793					
1264.8	489.434845					
1265.4	490.882874					
1266	474.954498					
1266.6	509.707275					
1267.2	560.388428					
1267.8	514.051392					
1268.4	564.732483					
1269	561.836487					
1269.6	527.083679					
1270.2	493.778931					
1270.8	529.979736					
1271.4	503.915161					
1272	551.700256					
1272.6	518.395508					
1273.2	527.083679					
1273.8	485.090759					
1274.4	577.764832					
1275	531.427734					
1275.6	529.979736					
1276.2	531.427734					
1276.8	524.187622					
1277.4	540.115967					
1278	479.298615					
1278.6	563.284424					
1279.2	516.947449					
1279.8	515.499451					
1280.4	454.682068					
1281	505.36319					
1281.6	508.259277					
1282.2	490.882874					
1282.8	496.674988					
1283.4	535.771912					
1284	503.915161					
1284.6	515.499451					
1285.2	485.090759					
1285.8	474.954498					
1286.4	483.6427					
1287	503.915161					
1287.6	482.194702					
1288.2	508.259277					
1288.8	482.194702					
1289.4	463.37027					
1290	482.194702					
1290.6	477.850586					
1291.2	503.915161					
1291.8	482.194702					
1292.4	509.707275					
1293	529.979736					
1293.6	508.259277					
1294.2	512.603333					
1294.8	445.993866					
1295.4	496.674988					
1296	463.37027					
1296.6	499.571075					
1297.2	506.811218					
1297.8	467.714355					
1298.4	487.986786					
1299	516.947449					
1299.6	469.162415					
1300.2	487.986786					
1300.8	486.538788					
1301.4	482.194702					
1302	503.915161					
1302.6	418.481293					
1303.2	450.337982					
1303.8	515.499451					
1304.4	485.090759					
1305	502.467133					
1305.6	496.674988					
1306.2	473.5065					
1306.8	470.610443					
1307.4	434.409637					
1308	467.714355					
1308.6	498.123047					
1309.2	501.019073					
1309.8	427.169464					
1310.4	401.104889					
1311	450.337982					
1311.6	516.947449					
1312.2	473.5065					
1312.8	438.753723					
1313.4	450.337982					
1314	432.961578					
1314.6	464.818298					
1315.2	434.409637					
1315.8	486.538788					
1316.4	501.019073					
1317	434.409637					
1317.6	428.617493					
1318.2	432.961578					
1318.8	492.330902					
1319.4	493.778931					
1320	470.610443					
1320.6	463.37027					
1321.2	511.155334					
1321.8	435.857666					
1322.4	437.305695					
1323	489.434845					
1323.6	421.37735					
1324.2	501.019073					
1324.8	463.37027					
1325.4	495.22699					
1326	392.416718					
1326.6	470.610443					
1327.2	493.778931					
1327.8	459.026154					
1328.4	474.954498					
1329	454.682068					
1329.6	450.337982					
1330.2	444.545868					
1330.8	406.897003					
1331.4	466.266357					
1332	443.097809					
1332.6	444.545868					
1333.2	454.682068					
1333.8	466.266357					
1334.4	460.474213					
1335	474.954498					
1335.6	469.162415					
1336.2	448.889954					
1336.8	503.915161					
1337.4	443.097809					
1338	461.922241					
1338.6	438.753723					
1339.2	431.51358					
1339.8	453.23407					
1340.4	443.097809					
1341	432.961578					
1341.6	431.51358					
1342.2	421.37735					
1342.8	473.5065					
1343.4	428.617493					
1344	419.929291					
1344.6	451.786011					
1345.2	482.194702					
1345.8	450.337982					
1346.4	447.441925					
1347	435.857666					
1347.6	448.889954					
1348.2	408.345062					
1348.8	454.682068					
1349.4	431.51358					
1350	460.474213					
1350.6	466.266357					
1351.2	448.889954					
1351.8	441.64978					
1352.4	428.617493					
1353	456.130096					
1353.6	404.000946					
1354.2	419.929291					
1354.8	427.169464					
1355.4	389.52063					
1356	406.897003					
1356.6	430.065521					
1357.2	393.864716					
1357.8	417.033234					
1358.4	424.273407					
1359	435.857666					
1359.6	444.545868					
1360.2	469.162415					
1360.8	467.714355					
1361.4	453.23407					
1362	425.721436					
1362.6	412.689148					
1363.2	438.753723					
1363.8	470.610443					
1364.4	435.857666					
1365	393.864716					
1365.6	431.51358					
1366.2	422.825378					
1366.8	428.617493					
1367.4	444.545868					
1368	421.37735					
1368.6	457.578156					
1369.2	454.682068					
1369.8	415.585205					
1370.4	445.993866					
1371	480.746643					
1371.6	461.922241					
1372.2	457.578156					
1372.8	457.578156					
1373.4	370.696228					
1374	440.201752					
1374.6	408.345062					
1375.2	448.889954					
1375.8	414.137177					
1376.4	434.409637					
1377	408.345062					
1377.6	427.169464					
1378.2	411.241089					
1378.8	421.37735					
1379.4	343.183594					
1380	412.689148					
1380.6	389.52063					
1381.2	434.409637					
1381.8	492.330902					
1382.4	412.689148					
1383	367.80014					
1383.6	402.552917					
1384.2	430.065521					
1384.8	386.624573					
1385.4	447.441925					
1386	408.345062					
1386.6	417.033234					
1387.2	395.312744					
1387.8	409.793091					
1388.4	402.552917					
1389	414.137177					
1389.6	392.416718					
1390.2	408.345062					
1390.8	385.176514					
1391.4	362.008026					
1392	380.832428					
1392.6	411.241089					
1393.2	417.033234					
1393.8	406.897003					
1394.4	435.857666					
1395	422.825378					
1395.6	456.130096					
1396.2	428.617493					
1396.8	431.51358					
1397.4	383.728516					
1398	385.176514					
1398.6	437.305695					
1399.2	395.312744					
1399.8	418.481293					
1400.4	408.345062					
1401	348.975739					
1401.6	373.592285					
1402.2	422.825378					
1402.8	438.753723					
1403.4	386.624573					
1404	390.968658					
1404.6	425.721436					
1405.2	396.760803					
1405.8	383.728516					
1406.4	424.273407					
1407	385.176514					
1407.6	401.104889					
1408.2	402.552917					
1408.8	399.65686					
1409.4	408.345062					
1410	369.248169					
1410.6	392.416718					
1411.2	460.474213					
1411.8	414.137177					
1412.4	376.488342					
1413	421.37735					
1413.6	383.728516					
1414.2	412.689148					
1414.8	417.033234					
1415.4	375.040314					
1416	386.624573					
1416.6	367.80014					
1417.2	380.832428					
1417.8	405.449005					
1418.4	395.312744					
1419	432.961578					
1419.6	372.144226					
1420.2	369.248169					
1420.8	351.871796					
1421.4	440.201752					
1422	398.208801					
1422.6	392.416718					
1423.2	363.456055					
1423.8	375.040314					
1424.4	360.559998					
1425	372.144226					
1425.6	363.456055					
1426.2	366.352112					
1426.8	392.416718					
1427.4	363.456055					
1428	406.897003					
1428.6	404.000946					
1429.2	347.52771					
1429.8	366.352112					
1430.4	346.079651					
1431	354.767853					
1431.6	369.248169					
1432.2	354.767853					
1432.8	366.352112					
1433.4	398.208801					
1434	395.312744					
1434.6	411.241089					
1435.2	411.241089					
1435.8	343.183594					
1436.4	389.52063					
1437	377.936371					
1437.6	396.760803					
1438.2	406.897003					
1438.8	356.215881					
1439.4	379.384399					
1440	372.144226					
1440.6	350.423737					
1441.2	380.832428					
1441.8	367.80014					
1442.4	392.416718					
1443	359.111938					
1443.6	370.696228					
1444.2	328.703308					
1444.8	404.000946					
1445.4	398.208801					
1446	396.760803					
1446.6	401.104889					
1447.2	388.072601					
1447.8	367.80014					
1448.4	360.559998					
1449	364.904083					
1449.6	376.488342					
1450.2	369.248169					
1450.8	404.000946					
1451.4	357.66394					
1452	375.040314					
1452.6	389.52063					
1453.2	354.767853					
1453.8	372.144226					
1454.4	408.345062					
1455	351.871796					
1455.6	380.832428					
1456.2	321.463104					
1456.8	363.456055					
1457.4	385.176514					
1458	357.66394					
1458.6	385.176514					
1459.2	333.047394					
1459.8	377.936371					
1460.4	362.008026					
1461	354.767853					
1461.6	314.222961					
1462.2	347.52771					
1462.8	327.255249					
1463.4	388.072601					
1464	363.456055					
1464.6	331.599365					
1465.2	338.839508					
1465.8	376.488342					
1466.4	328.703308					
1467	337.391449					
1467.6	343.183594					
1468.2	346.079651					
1468.8	347.52771					
1469.4	377.936371					
1470	417.033234					
1470.6	353.319824					
1471.2	405.449005					
1471.8	322.911163					
1472.4	360.559998					
1473	373.592285					
1473.6	409.793091					
1474.2	325.80722					
1474.8	343.183594					
1475.4	337.391449					
1476	354.767853					
1476.6	350.423737					
1477.2	341.735565					
1477.8	328.703308					
1478.4	343.183594					
1479	331.599365					
1479.6	390.968658					
1480.2	357.66394					
1480.8	379.384399					
1481.4	357.66394					
1482	343.183594					
1482.6	348.975739					
1483.2	369.248169					
1483.8	343.183594					
1484.4	347.52771					
1485	322.911163					
1485.6	333.047394					
1486.2	377.936371					
1486.8	305.53476					
1487.4	370.696228					
1488	359.111938					
1488.6	353.319824					
1489.2	330.151306					
1489.8	375.040314					
1490.4	328.703308					
1491	311.326904					
1491.6	367.80014					
1492.2	344.631653					
1492.8	328.703308					
1493.4	364.904083					
1494	320.015106					
1494.6	321.463104					
1495.2	330.151306					
1495.8	341.735565					
1496.4	346.079651					
1497	334.495392					
1497.6	343.183594					
1498.2	353.319824					
1498.8	312.774933					
1499.4	350.423737					
1500	327.255249					
1500.6	306.982819					
1501.2	343.183594					
1501.8	320.015106					
1502.4	317.119019					
1503	344.631653					
1503.6	364.904083					
1504.2	367.80014					
1504.8	347.52771					
1505.4	353.319824					
1506	292.502472					
1506.6	375.040314					
1507.2	338.839508					
1507.8	351.871796					
1508.4	324.359192					
1509	340.287537					
1509.6	362.008026					
1510.2	340.287537					
1510.8	350.423737					
1511.4	338.839508					
1512	354.767853					
1512.6	364.904083					
1513.2	389.52063					
1513.8	331.599365					
1514.4	288.158386					
1515	322.911163					
1515.6	367.80014					
1516.2	351.871796					
1516.8	367.80014					
1517.4	321.463104					
1518	302.638733					
1518.6	321.463104					
1519.2	353.319824					
1519.8	304.086731					
1520.4	356.215881					
1521	330.151306					
1521.6	356.215881					
1522.2	304.086731					
1522.8	282.366241					
1523.4	348.975739					
1524	314.222961					
1524.6	344.631653					
1525.2	346.079651					
1525.8	348.975739					
1526.4	293.950531					
1527	331.599365					
1527.6	327.255249					
1528.2	363.456055					
1528.8	356.215881					
1529.4	333.047394					
1530	320.015106					
1530.6	311.326904					
1531.2	360.559998					
1531.8	338.839508					
1532.4	320.015106					
1533	286.710358					
1533.6	343.183594					
1534.2	328.703308					
1534.8	299.742645					
1535.4	289.606415					
1536	311.326904					
1536.6	324.359192					
1537.2	322.911163					
1537.8	275.126099					
1538.4	340.287537					
1539	305.53476					
1539.6	305.53476					
1540.2	305.53476					
1540.8	308.430817					
1541.4	318.567078					
1542	373.592285					
1542.6	325.80722					
1543.2	330.151306					
1543.8	301.190674					
1544.4	280.918243					
1545	324.359192					
1545.6	317.119019					
1546.2	292.502472					
1546.8	338.839508					
1547.4	296.846588					
1548	302.638733					
1548.6	308.430817					
1549.2	308.430817					
1549.8	324.359192					
1550.4	314.222961					
1551	286.710358					
1551.6	327.255249					
1552.2	304.086731					
1552.8	301.190674					
1553.4	311.326904					
1554	305.53476					
1554.6	293.950531					
1555.2	315.671021					
1555.8	322.911163					
1556.4	295.398529					
1557	315.671021					
1557.6	312.774933					
1558.2	298.294617					
1558.8	320.015106					
1559.4	270.782013					
1560	318.567078					
1560.6	285.262329					
1561.2	330.151306					
1561.8	288.158386					
1562.4	311.326904					
1563	299.742645					
1563.6	327.255249					
1564.2	311.326904					
1564.8	308.430817					
1565.4	333.047394					
1566	330.151306					
1566.6	240.373322					
1567.2	301.190674					
1567.8	275.126099					
1568.4	288.158386					
1569	296.846588					
1569.6	299.742645					
1570.2	282.366241					
1570.8	317.119019					
1571.4	325.80722					
1572	296.846588					
1572.6	267.885956					
1573.2	283.814301					
1573.8	309.878876					
1574.4	321.463104					
1575	286.710358					
1575.6	279.470184					
1576.2	333.047394					
1576.8	289.606415					
1577.4	289.606415					
1578	318.567078					
1578.6	291.054443					
1579.2	293.950531					
1579.8	246.165451					
1580.4	318.567078					
1581	317.119019					
1581.6	267.885956					
1582.2	267.885956					
1582.8	309.878876					
1583.4	280.918243					
1584	279.470184					
1584.6	278.022156					
