t	counts	wl0	bth	t0	t1	OD
1585.2	315.671021					
1585.8	330.151306					
1586.4	263.54184					
1587	286.710358					
1587.6	308.430817					
1588.2	280.918243					
1588.8	304.086731					
1589.4	273.67804					
1590	321.463104					
1590.6	279.470184					
1591.2	272.230042					
1591.8	273.67804					
1592.4	305.53476					
1593	322.911163					
1593.6	291.054443					
1594.2	324.359192					
1594.8	285.262329					
1595.4	272.230042					
1596	309.878876					
1596.6	320.015106					
1597.2	292.502472					
1597.8	322.911163					
1598.4	267.885956					
1599	302.638733					
1599.6	270.782013					
1600.2	295.398529					
1600.8	279.470184					
1601.4	305.53476					
1602	260.645752					
1602.6	295.398529					
1603.2	314.222961					
1603.8	276.574127					
1604.4	286.710358					
1605	288.158386					
1605.6	279.470184					
1606.2	298.294617					
1606.8	266.437897					
1607.4	278.022156					
1608	273.67804					
1608.6	275.126099					
1609.2	267.885956					
1609.8	314.222961					
1610.4	291.054443					
1611	279.470184					
1611.6	257.749725					
1612.2	273.67804					
1612.8	314.222961					
1613.4	273.67804					
1614	282.366241					
1614.6	270.782013					
1615.2	304.086731					
1615.8	282.366241					
1616.4	267.885956					
1617	283.814301					
1617.6	295.398529					
1618.2	283.814301					
1618.8	308.430817					
1619.4	311.326904					
1620	270.782013					
1620.6	296.846588					
1621.2	315.671021					
1621.8	272.230042					
1622.4	280.918243					
1623	291.054443					
1623.6	259.197754					
1624.2	276.574127					
1624.8	263.54184					
1625.4	240.373322					
1626	301.190674					
1626.6	301.190674					
1627.2	280.918243					
1627.8	262.093811					
1628.4	292.502472					
1629	264.989868					
1629.6	266.437897					
1630.2	262.093811					
1630.8	276.574127					
1631.4	306.982819					
1632	257.749725					
1632.6	270.782013					
1633.2	263.54184					
1633.8	299.742645					
1634.4	285.262329					
1635	280.918243					
1635.6	270.782013					
1636.2	253.405609					
1636.8	286.710358					
1637.4	273.67804					
1638	273.67804					
1638.6	259.197754					
1639.2	267.885956					
1639.8	254.853638					
1640.4	306.982819					
1641	256.301666					
1641.6	304.086731					
1642.2	266.437897					
1642.8	278.022156					
1643.4	283.814301					
1644	320.015106					
1644.6	253.405609					
1645.2	249.061523					
1645.8	282.366241					
1646.4	236.029221					
1647	288.158386					
1647.6	241.82135					
1648.2	269.333954					
1648.8	295.398529					
1649.4	273.67804					
1650	241.82135					
1650.6	276.574127					
1651.2	276.574127					
1651.8	266.437897					
1652.4	283.814301					
1653	243.269394					
1653.6	249.061523					
1654.2	280.918243					
1654.8	266.437897					
1655.4	253.405609					
1656	254.853638					
1656.6	247.613495					
1657.2	275.126099					
1657.8	292.502472					
1658.4	283.814301					
1659	260.645752					
1659.6	270.782013					
1660.2	296.846588					
1660.8	289.606415					
1661.4	247.613495					
1662	253.405609					
1662.6	270.782013					
1663.2	270.782013					
1663.8	240.373322					
1664.4	257.749725					
1665	282.366241					
1665.6	259.197754					
1666.2	266.437897					
1666.8	272.230042					
1667.4	276.574127					
1668	280.918243					
1668.6	250.509537					
1669.2	257.749725					
1669.8	264.989868					
1670.4	263.54184					
1671	278.022156					
1671.6	246.165451					
1672.2	262.093811					
1672.8	224.444977					
1673.4	272.230042					
1674	205.620544					
1674.6	286.710358					
1675.2	251.957581					
1675.8	243.269394					
1676.4	240.373322					
1677	291.054443					
1677.6	275.126099					
1678.2	260.645752					
1678.8	263.54184					
1679.4	262.093811					
1680	262.093811					
1680.6	243.269394					
1681.2	267.885956					
1681.8	301.190674					
1682.4	233.133179					
1683	230.237106					
1683.6	227.341034					
1684.2	256.301666					
1684.8	249.061523					
1685.4	270.782013					
1686	264.989868					
1686.6	225.893005					
1687.2	243.269394					
1687.8	227.341034					
1688.4	217.204819					
1689	246.165451					
1689.6	257.749725					
1690.2	237.477249					
1690.8	251.957581					
1691.4	254.853638					
1692	292.502472					
1692.6	215.75679					
1693.2	260.645752					
1693.8	260.645752					
1694.4	185.348114					
1695	220.100876					
1695.6	241.82135					
1696.2	275.126099					
1696.8	253.405609					
1697.4	253.405609					
1698	237.477249					
1698.6	263.54184					
1699.2	237.477249					
1699.8	267.885956					
1700.4	264.989868					
1701	238.925293					
1701.6	241.82135					
1702.2	249.061523					
1702.8	263.54184					
1703.4	238.925293					
1704	234.581207					
1704.6	259.197754					
1705.2	254.853638					
1705.8	264.989868					
1706.4	243.269394					
1707	266.437897					
1707.6	212.860718					
1708.2	236.029221					
1708.8	222.996933					
1709.4	198.380402					
1710	241.82135					
1710.6	253.405609					
1711.2	241.82135					
1711.8	262.093811					
1712.4	240.373322					
1713	227.341034					
1713.6	205.620544					
1714.2	241.82135					
1714.8	225.893005					
1715.4	244.717422					
1716	220.100876					
1716.6	259.197754					
1717.2	220.100876					
1717.8	240.373322					
1718.4	222.996933					
1719	276.574127					
1719.6	240.373322					
1720.2	240.373322					
1720.8	246.165451					
1721.4	244.717422					
1722	243.269394					
1722.6	243.269394					
1723.2	233.133179					
1723.8	227.341034					
1724.4	218.652847					
1725	272.230042					
1725.6	241.82135					
1726.2	251.957581					
1726.8	267.885956					
1727.4	234.581207					
1728	270.782013					
1728.6	273.67804					
1729.2	233.133179					
1729.8	241.82135					
1730.4	241.82135					
1731	225.893005					
1731.6	243.269394					
1732.2	253.405609					
1732.8	259.197754					
1733.4	224.444977					
1734	224.444977					
1734.6	227.341034					
1735.2	230.237106					
1735.8	234.581207					
1736.4	247.613495					
1737	238.925293					
1737.6	224.444977					
1738.2	236.029221					
1738.8	227.341034					
1739.4	231.685135					
1740	218.652847					
1740.6	260.645752					
1741.2	209.964645					
1741.8	208.516617					
1742.4	204.172531					
1743	199.82843					
1743.6	282.366241					
1744.2	225.893005					
1744.8	227.341034					
1745.4	214.308746					
1746	244.717422					
1746.6	208.516617					
1747.2	214.308746					
1747.8	205.620544					
1748.4	220.100876					
1749	234.581207					
1749.6	230.237106					
1750.2	241.82135					
1750.8	188.244171					
1751.4	207.068588					
1752	218.652847					
1752.6	196.932358					
1753.2	247.613495					
1753.8	238.925293					
1754.4	218.652847					
1755	244.717422					
1755.6	218.652847					
1756.2	221.548904					
1756.8	205.620544					
1757.4	205.620544					
1758	241.82135					
1758.6	191.140228					
1759.2	214.308746					
1759.8	208.516617					
1760.4	243.269394					
1761	259.197754					
1761.6	234.581207					
1762.2	230.237106					
1762.8	196.932358					
1763.4	188.244171					
1764	272.230042					
1764.6	222.996933					
1765.2	240.373322					
1765.8	238.925293					
1766.4	224.444977					
1767	221.548904					
1767.6	222.996933					
1768.2	217.204819					
1768.8	198.380402					
1769.4	221.548904					
1770	208.516617					
1770.6	240.373322					
1771.2	244.717422					
1771.8	231.685135					
1772.4	211.412689					
1773	234.581207					
1773.6	209.964645					
1774.2	238.925293					
1774.8	205.620544					
1775.4	256.301666					
1776	217.204819					
1776.6	250.509537					
1777.2	225.893005					
1777.8	212.860718					
1778.4	237.477249					
1779	236.029221					
1779.6	214.308746					
1780.2	266.437897					
1780.8	249.061523					
1781.4	217.204819					
1782	205.620544					
1782.6	222.996933					
1783.2	240.373322					
1783.8	215.75679					
1784.4	214.308746					
1785	217.204819					
1785.6	214.308746					
1786.2	202.724503					
1786.8	225.893005					
1787.4	186.796143					
1788	208.516617					
1788.6	204.172531					
1789.2	198.380402					
1789.8	195.484329					
1790.4	240.373322					
1791	218.652847					
1791.6	199.82843					
1792.2	218.652847					
1792.8	214.308746					
1793.4	202.724503					
1794	198.380402					
1794.6	195.484329					
1795.2	228.789078					
1795.8	264.989868					
1796.4	211.412689					
1797	195.484329					
1797.6	225.893005					
1798.2	194.036301					
1798.8	250.509537					
1799.4	240.373322					
1800	169.419754					
1800.6	191.140228					
1801.2	194.036301					
1801.8	259.197754					
1802.4	212.860718					
1803	207.068588					
1803.6	221.548904					
1804.2	194.036301					
1804.8	188.244171					
1805.4	212.860718					
1806	163.627625					
1806.6	211.412689					
1807.2	192.588257					
1807.8	225.893005					
1808.4	231.685135					
1809	221.548904					
1809.6	198.380402					
1810.2	227.341034					
1810.8	194.036301					
1811.4	208.516617					
1812	202.724503					
1812.6	191.140228					
1813.2	196.932358					
1813.8	237.477249					
1814.4	212.860718					
1815	233.133179					
1815.6	222.996933					
1816.2	218.652847					
1816.8	233.133179					
1817.4	224.444977					
1818	233.133179					
1818.6	199.82843					
1819.2	218.652847					
1819.8	227.341034					
1820.4	185.348114					
1821	214.308746					
1821.6	212.860718					
1822.2	196.932358					
1822.8	198.380402					
1823.4	198.380402					
1824	237.477249					
1824.6	201.276459					
1825.2	202.724503					
1825.8	215.75679					
1826.4	217.204819					
1827	212.860718					
1827.6	218.652847					
1828.2	202.724503					
1828.8	224.444977					
1829.4	195.484329					
1830	202.724503					
1830.6	199.82843					
1831.2	186.796143					
1831.8	189.6922					
1832.4	201.276459					
1833	218.652847					
1833.6	205.620544					
1834.2	201.276459					
1834.8	196.932358					
1835.4	220.100876					
1836	246.165451					
1836.6	225.893005					
1837.2	214.308746					
1837.8	208.516617					
1838.4	244.717422					
1839	211.412689					
1839.6	156.387466					
1840.2	195.484329					
1840.8	178.107941					
1841.4	179.555969					
1842	205.620544					
1842.6	220.100876					
1843.2	205.620544					
1843.8	167.971725					
1844.4	192.588257					
1845	194.036301					
1845.6	195.484329					
1846.2	196.932358					
1846.8	182.452042					
1847.4	194.036301					
1848	192.588257					
1848.6	181.004013					
1849.2	198.380402					
1849.8	202.724503					
1850.4	209.964645					
1851	166.523697					
1851.6	185.348114					
1852.2	195.484329					
1852.8	192.588257					
1853.4	211.412689					
1854	185.348114					
1854.6	201.276459					
1855.2	218.652847					
1855.8	217.204819					
1856.4	178.107941					
1857	183.90007					
1857.6	222.996933					
1858.2	218.652847					
1858.8	175.211868					
1859.4	198.380402					
1860	227.341034					
1860.6	191.140228					
1861.2	199.82843					
1861.8	195.484329					
1862.4	183.90007					
1863	178.107941					
1863.6	178.107941					
1864.2	195.484329					
1864.8	220.100876					
1865.4	185.348114					
1866	186.796143					
1866.6	196.932358					
1867.2	209.964645					
1867.8	166.523697					
1868.4	217.204819					
1869	198.380402					
1869.6	185.348114					
1870.2	170.867783					
1870.8	202.724503					
1871.4	205.620544					
1872	157.83551					
1872.6	191.140228					
1873.2	209.964645					
1873.8	176.659912					
1874.4	191.140228					
1875	224.444977					
1875.6	183.90007					
1876.2	186.796143					
1876.8	209.964645					
1877.4	186.796143					
1878	170.867783					
1878.6	202.724503					
1879.2	198.380402					
1879.8	182.452042					
1880.4	214.308746					
1881	189.6922					
1881.6	172.315826					
1882.2	166.523697					
1882.8	149.147308					
1883.4	209.964645					
1884	173.763855					
1884.6	188.244171					
1885.2	194.036301					
1885.8	194.036301					
1886.4	195.484329					
1887	157.83551					
1887.6	166.523697					
1888.2	160.731552					
1888.8	169.419754					
1889.4	186.796143					
1890	192.588257					
1890.6	196.932358					
1891.2	165.075653					
1891.8	212.860718					
1892.4	166.523697					
1893	169.419754					
1893.6	183.90007					
1894.2	218.652847					
1894.8	220.100876					
1895.4	169.419754					
1896	198.380402					
1896.6	214.308746					
1897.2	176.659912					
1897.8	195.484329					
1898.4	181.004013					
1899	176.659912					
1899.6	202.724503					
1900.2	188.244171					
1900.8	188.244171					
1901.4	179.555969					
1902	182.452042					
1902.6	173.763855					
1903.2	179.555969					
1903.8	182.452042					
1904.4	196.932358					
1905	208.516617					
1905.6	198.380402					
1906.2	157.83551					
1906.8	173.763855					
1907.4	179.555969					
1908	189.6922					
1908.6	179.555969					
1909.2	153.491409					
1909.8	163.627625					
1910.4	178.107941					
1911	175.211868					
1911.6	186.796143					
1912.2	170.867783					
1912.8	182.452042					
1913.4	202.724503					
1914	186.796143					
1914.6	183.90007					
1915.2	191.140228					
1915.8	191.140228					
1916.4	183.90007					
1917	189.6922					
1917.6	159.283539					
1918.2	173.763855					
1918.8	167.971725					
1919.4	182.452042					
1920	214.308746					
1920.6	194.036301					
1921.2	163.627625					
1921.8	209.964645					
1922.4	163.627625					
1923	186.796143					
1923.6	173.763855					
1924.2	185.348114					
1924.8	196.932358					
1925.4	179.555969					
1926	172.315826					
1926.6	188.244171					
1927.2	185.348114					
1927.8	181.004013					
1928.4	175.211868					
1929	147.699265					
1929.6	170.867783					
1930.2	178.107941					
1930.8	217.204819					
1931.4	170.867783					
1932	169.419754					
1932.6	170.867783					
1933.2	181.004013					
1933.8	185.348114					
1934.4	209.964645					
1935	198.380402					
1935.6	176.659912					
1936.2	189.6922					
1936.8	170.867783					
1937.4	189.6922					
1938	217.204819					
1938.6	191.140228					
1939.2	167.971725					
1939.8	181.004013					
1940.4	179.555969					
1941	159.283539					
1941.6	202.724503					
1942.2	182.452042					
1942.8	185.348114					
1943.4	165.075653					
1944	201.276459					
1944.6	143.355179					
1945.2	207.068588					
1945.8	172.315826					
1946.4	188.244171					
1947	165.075653					
1947.6	163.627625					
1948.2	195.484329					
1948.8	183.90007					
1949.4	160.731552					
1950	173.763855					
1950.6	159.283539					
1951.2	146.251236					
1951.8	167.971725					
1952.4	176.659912					
1953	152.043365					
1953.6	157.83551					
1954.2	153.491409					
1954.8	169.419754					
1955.4	185.348114					
1956	186.796143					
1956.6	199.82843					
1957.2	202.724503					
1957.8	150.595337					
1958.4	179.555969					
1959	167.971725					
1959.6	199.82843					
1960.2	169.419754					
1960.8	141.90715					
1961.4	191.140228					
1962	176.659912					
1962.6	172.315826					
1963.2	179.555969					
1963.8	179.555969					
1964.4	152.043365					
1965	162.179596					
1965.6	175.211868					
1966.2	173.763855					
1966.8	150.595337					
1967.4	172.315826					
1968	183.90007					
1968.6	179.555969					
1969.2	159.283539					
1969.8	188.244171					
1970.4	173.763855					
1971	188.244171					
1971.6	163.627625					
1972.2	156.387466					
1972.8	175.211868					
1973.4	165.075653					
1974	169.419754					
1974.6	162.179596					
1975.2	178.107941					
1975.8	163.627625					
1976.4	172.315826					
1977	131.77092					
1977.6	166.523697					
1978.2	189.6922					
1978.8	175.211868					
1979.4	179.555969					
1980	179.555969					
1980.6	175.211868					
1981.2	194.036301					
1981.8	166.523697					
1982.4	169.419754					
1983	185.348114					
1983.6	175.211868					
1984.2	139.011078					
1984.8	179.555969					
1985.4	159.283539					
1986	167.971725					
1986.6	165.075653					
1987.2	181.004013					
1987.8	188.244171					
1988.4	159.283539					
1989	175.211868					
1989.6	188.244171					
1990.2	166.523697					
1990.8	181.004013					
1991.4	166.523697					
1992	157.83551					
1992.6	176.659912					
1993.2	163.627625					
1993.8	169.419754					
1994.4	152.043365					
1995	172.315826					
1995.6	136.115021					
1996.2	160.731552					
1996.8	183.90007					
1997.4	165.075653					
1998	150.595337					
1998.6	176.659912					
1999.2	170.867783					
1999.8	162.179596					
2000.4	147.699265					
2001	147.699265					
2001.6	169.419754					
2002.2	147.699265					
2002.8	139.011078					
2003.4	181.004013					
2004	121.634697					
2004.6	167.971725					
2005.2	162.179596					
2005.8	211.412689					
2006.4	172.315826					
2007	172.315826					
2007.6	181.004013					
2008.2	170.867783					
2008.8	153.491409					
2009.4	137.563049					
2010	154.939438					
2010.6	136.115021					
2011.2	169.419754					
2011.8	181.004013					
2012.4	162.179596					
2013	156.387466					
2013.6	166.523697					
2014.2	173.763855					
2014.8	167.971725					
2015.4	170.867783					
2016	160.731552					
2016.6	169.419754					
2017.2	137.563049					
2017.8	124.530762					
2018.4	169.419754					
2019	183.90007					
2019.6	166.523697					
2020.2	153.491409					
2020.8	156.387466					
2021.4	134.666977					
2022	157.83551					
2022.6	156.387466					
2023.2	167.971725					
2023.8	156.387466					
2024.4	127.426819					
2025	146.251236					
2025.6	172.315826					
2026.2	150.595337					
2026.8	146.251236					
2027.4	162.179596					
2028	173.763855					
2028.6	139.011078					
2029.2	139.011078					
2029.8	186.796143					
2030.4	154.939438					
2031	156.387466					
2031.6	156.387466					
2032.2	144.803207					
2032.8	172.315826					
2033.4	175.211868					
2034	175.211868					
2034.6	139.011078					
2035.2	143.355179					
2035.8	144.803207					
2036.4	137.563049					
2037	149.147308					
2037.6	153.491409					
2038.2	173.763855					
2038.8	141.90715					
2039.4	162.179596					
2040	170.867783					
2040.6	147.699265					
2041.2	183.90007					
2041.8	183.90007					
2042.4	146.251236					
2043	163.627625					
2043.6	144.803207					
2044.2	154.939438					
2044.8	159.283539					
2045.4	156.387466					
2046	127.426819					
2046.6	178.107941					
2047.2	183.90007					
2047.8	165.075653					
2048.4	140.459122					
2049	121.634697					
2049.6	163.627625					
2050.2	139.011078					
2050.8	157.83551					
2051.4	160.731552					
2052	165.075653					
2052.6	140.459122					
2053.2	147.699265					
2053.8	162.179596					
2054.4	139.011078					
2055	150.595337					
2055.6	150.595337					
2056.2	149.147308					
2056.8	154.939438					
2057.4	166.523697					
2058	134.666977					
2058.6	141.90715					
2059.2	139.011078					
2059.8	140.459122					
2060.4	118.738625					
2061	165.075653					
2061.6	150.595337					
2062.2	144.803207					
2062.8	157.83551					
2063.4	152.043365					
2064	159.283539					
2064.6	172.315826					
2065.2	160.731552					
2065.8	149.147308					
2066.4	154.939438					
2067	178.107941					
2067.6	186.796143					
2068.2	159.283539					
2068.8	149.147308					
2069.4	131.77092					
2070	140.459122					
2070.6	143.355179					
2071.2	153.491409					
2071.8	154.939438					
2072.4	133.218948					
2073	154.939438					
2073.6	170.867783					
2074.2	134.666977					
2074.8	144.803207					
2075.4	146.251236					
2076	133.218948					
2076.6	173.763855					
2077.2	163.627625					
2077.8	143.355179					
2078.4	131.77092					
2079	153.491409					
2079.6	157.83551					
2080.2	141.90715					
2080.8	140.459122					
2081.4	162.179596					
2082	159.283539					
2082.6	150.595337					
2083.2	131.77092					
2083.8	128.874863					
2084.4	152.043365					
2085	140.459122					
2085.6	146.251236					
2086.2	144.803207					
2086.8	144.803207					
2087.4	157.83551					
2088	143.355179					
2088.6	144.803207					
2089.2	163.627625					
2089.8	140.459122					
2090.4	128.874863					
2091	143.355179					
2091.6	139.011078					
2092.2	165.075653					
2092.8	144.803207					
2093.4	162.179596					
2094	179.555969					
2094.6	139.011078					
2095.2	141.90715					
2095.8	147.699265					
2096.4	156.387466					
2097	139.011078					
2097.6	134.666977					
2098.2	137.563049					
2098.8	130.322876					
2099.4	127.426819					
2100	144.803207					
2100.6	144.803207					
2101.2	165.075653					
2101.8	141.90715					
2102.4	127.426819					
2103	147.699265					
2103.6	150.595337					
2104.2	133.218948					
2104.8	131.77092					
2105.4	130.322876					
2106	136.115021					
2106.6	128.874863					
2107.2	121.634697					
2107.8	141.90715					
2108.4	133.218948					
2109	124.530762					
2109.6	127.426819					
2110.2	163.627625					
2110.8	125.97879					
2111.4	166.523697					
2112	147.699265					
2112.6	153.491409					
2113.2	143.355179					
2113.8	133.218948					
2114.4	124.530762					
2115	144.803207					
2115.6	137.563049					
2116.2	152.043365					
2116.8	144.803207					
2117.4	94.1220856					
2118	172.315826					
2118.6	143.355179					
2119.2	153.491409					
2119.8	131.77092					
2120.4	140.459122					
2121	118.738625					
2121.6	101.362251					
2122.2	128.874863					
2122.8	133.218948					
2123.4	127.426819					
2124	133.218948					
2124.6	152.043365					
2125.2	146.251236					
2125.8	146.251236					
2126.4	157.83551					
2127	143.355179					
2127.6	139.011078					
2128.2	152.043365					
2128.8	152.043365					
2129.4	162.179596					
2130	140.459122					
2130.6	131.77092					
2131.2	172.315826					
2131.8	144.803207					
2132.4	131.77092					
2133	123.082726					
2133.6	125.97879					
2134.2	141.90715					
2134.8	152.043365					
2135.4	131.77092					
2136	112.946503					
2136.6	136.115021					
2137.2	134.666977					
2137.8	130.322876					
2138.4	159.283539					
2139	133.218948					
2139.6	150.595337					
2140.2	160.731552					
2140.8	125.97879					
2141.4	141.90715					
2142	156.387466					
2142.6	146.251236					
2143.2	124.530762					
2143.8	144.803207					
2144.4	107.154373					
2145	136.115021					
2145.6	128.874863					
2146.2	156.387466					
2146.8	124.530762					
2147.4	149.147308					
2148	130.322876					
2148.6	140.459122					
2149.2	154.939438					
2149.8	130.322876					
2150.4	131.77092					
2151	123.082726					
2151.6	101.362251					
2152.2	118.738625					
2152.8	143.355179					
2153.4	141.90715					
2154	133.218948					
2154.6	140.459122					
2155.2	111.498466					
2155.8	141.90715					
2156.4	149.147308					
2157	110.050438					
2157.6	139.011078					
2158.2	134.666977					
2158.8	111.498466					
2159.4	118.738625					
2160	147.699265					
2160.6	154.939438					
2161.2	131.77092					
2161.8	139.011078					
2162.4	146.251236					
2163	124.530762					
2163.6	124.530762					
2164.2	144.803207					
2164.8	124.530762					
2165.4	133.218948					
2166	124.530762					
2166.6	152.043365					
2167.2	108.602409					
2167.8	133.218948					
2168.4	130.322876					
2169	110.050438					
2169.6	118.738625					
2170.2	128.874863					
2170.8	134.666977					
2171.4	107.154373					
2172	125.97879					
2172.6	136.115021					
2173.2	130.322876					
2173.8	149.147308					
2174.4	149.147308					
2175	114.394539					
2175.6	144.803207					
2176.2	128.874863					
2176.8	141.90715					
2177.4	165.075653					
2178	118.738625					
2178.6	125.97879					
2179.2	143.355179					
2179.8	133.218948					
2180.4	160.731552					
2181	147.699265					
2181.6	128.874863					
2182.2	117.290604					
2182.8	153.491409					
2183.4	101.362251					
2184	128.874863					
2184.6	133.218948					
2185.2	107.154373					
2185.8	144.803207					
2186.4	118.738625					
2187	123.082726					
2187.6	118.738625					
2188.2	124.530762					
2188.8	115.842567					
2189.4	120.186661					
2190	125.97879					
2190.6	108.602409					
2191.2	121.634697					
2191.8	107.154373					
2192.4	128.874863					
2193	136.115021					
2193.6	114.394539					
2194.2	115.842567					
2194.8	133.218948					
2195.4	107.154373					
2196	111.498466					
2196.6	125.97879					
2197.2	134.666977					
2197.8	140.459122					
2198.4	115.842567					
2199	125.97879					
2199.6	130.322876					
2200.2	137.563049					
2200.8	131.77092					
2201.4	118.738625					
2202	115.842567					
2202.6	134.666977					
2203.2	134.666977					
2203.8	127.426819					
2204.4	108.602409					
2205	128.874863					
2205.6	115.842567					
2206.2	137.563049					
2206.8	124.530762					
2207.4	125.97879					
2208	127.426819					
2208.6	130.322876					
2209.2	134.666977					
2209.8	117.290604					
2210.4	147.699265					
2211	125.97879					
2211.6	128.874863					
2212.2	137.563049					
2212.8	130.322876					
2213.4	127.426819					
2214	139.011078					
2214.6	120.186661					
2215.2	133.218948					
2215.8	111.498466					
2216.4	114.394539					
2217	134.666977					
2217.6	120.186661					
2218.2	136.115021					
2218.8	115.842567					
2219.4	111.498466					
2220	134.666977					
2220.6	120.186661					
2221.2	149.147308					
2221.8	112.946503					
2222.4	125.97879					
2223	141.90715					
2223.6	130.322876					
2224.2	127.426819					
2224.8	118.738625					
2225.4	108.602409					
2226	115.842567					
2226.6	120.186661					
2227.2	120.186661					
2227.8	140.459122					
2228.4	112.946503					
2229	128.874863					
2229.6	110.050438					
2230.2	112.946503					
2230.8	108.602409					
2231.4	134.666977					
2232	131.77092					
2232.6	101.362251					
2233.2	105.706345					
2233.8	108.602409					
2234.4	136.115021					
2235	114.394539					
2235.6	123.082726					
2236.2	107.154373					
2236.8	130.322876					
2237.4	114.394539					
2238	123.082726					
2238.6	115.842567					
2239.2	92.674057					
2239.8	128.874863					
2240.4	107.154373					
2241	120.186661					
2241.6	104.258308					
2242.2	107.154373					
2242.8	130.322876					
2243.4	98.4661789					
2244	110.050438					
2244.6	94.1220856					
2245.2	123.082726					
2245.8	131.77092					
2246.4	112.946503					
2247	133.218948					
2247.6	127.426819					
2248.2	102.810272					
2248.8	118.738625					
2249.4	101.362251					
2250	141.90715					
2250.6	120.186661					
2251.2	98.4661789					
2251.8	143.355179					
2252.4	118.738625					
2253	95.5701141					
2253.6	127.426819					
2254.2	95.5701141					
2254.8	124.530762					
2255.4	118.738625					
2256	102.810272					
2256.6	127.426819					
2257.2	105.706345					
2257.8	104.258308					
2258.4	141.90715					
2259	107.154373					
2259.6	110.050438					
2260.2	114.394539					
2260.8	143.355179					
2261.4	108.602409					
2262	111.498466					
2262.6	130.322876					
2263.2	115.842567					
2263.8	115.842567					
2264.4	131.77092					
2265	128.874863					
2265.6	136.115021					
2266.2	124.530762					
2266.8	120.186661					
2267.4	133.218948					
2268	123.082726					
2268.6	141.90715					
2269.2	114.394539					
2269.8	88.3299561					
2270.4	117.290604					
2271	118.738625					
2271.6	110.050438					
2272.2	114.394539					
2272.8	110.050438					
2273.4	133.218948					
2274	91.2260208					
2274.6	110.050438					
2275.2	98.4661789					
2275.8	121.634697					
2276.4	97.0181503					
2277	117.290604					
2277.6	123.082726					
2278.2	117.290604					
2278.8	91.2260208					
2279.4	101.362251					
2280	144.803207					
2280.6	123.082726					
2281.2	104.258308					
2281.8	134.666977					
2282.4	130.322876					
2283	137.563049					
2283.6	123.082726					
2284.2	108.602409					
2284.8	125.97879					
2285.4	131.77092					
2286	101.362251					
2286.6	99.9142151					
2287.2	95.5701141					
2287.8	105.706345					
2288.4	123.082726					
2289	102.810272					
2289.6	99.9142151					
2290.2	102.810272					
2290.8	111.498466					
2291.4	137.563049					
2292	117.290604					
2292.6	110.050438					
2293.2	117.290604					
2293.8	121.634697					
2294.4	117.290604					
2295	144.803207					
2295.6	102.810272					
2296.2	133.218948					
2296.8	118.738625					
2297.4	111.498466					
2298	130.322876					
2298.6	105.706345					
2299.2	107.154373					
2299.8	114.394539					
2300.4	127.426819					
2301	127.426819					
2301.6	95.5701141					
2302.2	105.706345					
2302.8	124.530762					
2303.4	112.946503					
2304	117.290604					
2304.6	131.77092					
2305.2	115.842567					
2305.8	120.186661					
2306.4	99.9142151					
2307	97.0181503					
2307.6	89.7779846					
2308.2	92.674057					
2308.8	120.186661					
2309.4	102.810272					
2310	95.5701141					
2310.6	118.738625					
2311.2	102.810272					
2311.8	130.322876					
2312.4	98.4661789					
2313	112.946503					
2313.6	136.115021					
2314.2	117.290604					
2314.8	124.530762					
2315.4	117.290604					
2316	118.738625					
2316.6	114.394539					
2317.2	94.1220856					
2317.8	112.946503					
2318.4	121.634697					
2319	108.602409					
2319.6	114.394539					
2320.2	111.498466					
2320.8	111.498466					
2321.4	97.0181503					
2322	105.706345					
2322.6	111.498466					
2323.2	128.874863					
2323.8	105.706345					
2324.4	97.0181503					
2325	99.9142151					
2325.6	108.602409					
2326.2	118.738625					
2326.8	101.362251					
2327.4	107.154373					
2328	105.706345					
2328.6	92.674057					
2329.2	115.842567					
2329.8	114.394539					
2330.4	94.1220856					
2331	114.394539					
2331.6	112.946503					
2332.2	88.3299561					
2332.8	117.290604					
2333.4	91.2260208					
2334	91.2260208					
2334.6	147.699265					
2335.2	94.1220856					
2335.8	110.050438					
2336.4	123.082726					
2337	117.290604					
2337.6	120.186661					
2338.2	111.498466					
2338.8	114.394539					
2339.4	91.2260208					
2340	86.8819275					
2340.6	120.186661					
2341.2	108.602409					
2341.8	112.946503					
2342.4	112.946503					
2343	114.394539					
2343.6	111.498466					
2344.2	99.9142151					
2344.8	105.706345					
2345.4	108.602409					
2346	101.362251					
2346.6	104.258308					
2347.2	104.258308					
2347.8	123.082726					
2348.4	107.154373					
2349	99.9142151					
2349.6	124.530762					
2350.2	94.1220856					
2350.8	94.1220856					
2351.4	89.7779846					
2352	104.258308					
2352.6	137.563049					
2353.2	92.674057					
2353.8	123.082726					
2354.4	102.810272					
2355	101.362251					
2355.6	134.666977					
2356.2	111.498466					
2356.8	104.258308					
2357.4	98.4661789					
2358	104.258308					
2358.6	110.050438					
2359.2	104.258308					
2359.8	121.634697					
2360.4	92.674057					
2361	107.154373					
2361.6	81.089798					
2362.2	89.7779846					
2362.8	98.4661789					
2363.4	107.154373					
2364	83.9858627					
2364.6	107.154373					
2365.2	101.362251					
2365.8	105.706345					
2366.4	91.2260208					
2367	110.050438					
2367.6	92.674057					
2368.2	112.946503					
2368.8	99.9142151					
2369.4	105.706345					
2370	91.2260208					
2370.6	102.810272					
2371.2	95.5701141					
2371.8	115.842567					
2372.4	102.810272					
2373	110.050438					
