t	counts	t0	t1
0	11.3365011	30	330
0.6	11.3365011
1.2	3.77883363
1.8	7.55766726
2.4	5.66825056
3	9.44708443
3.6	1.88941681
4.2	3.77883363
4.8	5.66825056
5.4	7.55766726
6	5.66825056
6.6	7.55766726
7.2	1.88941681
7.8	7.55766726
8.4	7.55766726
9	0
9.6	5.66825056
10.2	5.66825056
10.8	5.66825056
11.4	5.66825056
12	5.66825056
12.6	7.55766726
13.2	7.55766726
13.8	9.44708443
14.4	0
15	1.88941681
15.6	5.66825056
16.2	5.66825056
16.8	3.77883363
17.4	7.55766726
18	5.66825056
18.6	1.88941681
19.2	7.55766726
19.8	0
20.4	5.66825056
21	7.55766726
21.6	0
22.2	1.88941681
22.8	5.66825056
23.4	1.88941681
24	1.88941681
24.6	5.66825056
25.2	5.66825056
25.8	5.66825056
26.4	9.44708443
27	1.88941681
27.6	3.77883363
28.2	7.55766726
28.8	11.3365011
29.4	3.77883363
30	530502.938
30.6	529250.25
31.2	527700.875
31.8	528042.875
32.4	529374.938
33	528825.125
33.6	530017.313
34.2	528879.875
34.8	528484.938
35.4	526888.438
36	528451
36.6	528328.188
37.2	529218.063
37.8	528944.125
38.4	528547.313
39	528611.563
39.6	528252.625
40.2	529767.938
40.8	527302.188
41.4	527984.25
42	528554.875
42.6	527489.25
43.2	527799.125
43.8	527498.75
44.4	527305.938
45	526769.375
45.6	527923.813
46.2	527527.063
46.8	530108
47.4	529000.813
48	529680.938
48.6	530614.313
49.2	528794.813
49.8	527241.75
50.4	527931.375
51	527768.938
51.6	526410.375
52.2	529526.063
52.8	527377.813
53.4	527094.375
54	529133.063
54.6	528318.75
55.2	529193.563
55.8	528403.75
56.4	529339
57	527334.313
57.6	528428.25
58.2	528001.313
58.8	529964.375
59.4	530011.625
60	528445.313
60.6	528186.5
61.2	529331.438
61.8	528167.563
62.4	530364.938
63	529340.875
63.6	529941.75
64.2	529100.938
64.8	528008.875
65.4	529796.25
66	527158.625
66.6	530489.625
67.2	528339.5
67.8	527829.375
68.4	529365.438
69	528719.25
69.6	527392.938
70.2	529127.438
70.8	527738.625
71.4	528681.438
72	529000.813
72.6	527513.813
73.2	526230.875
73.8	528577.563
74.4	529083.938
75	527838.813
75.6	529450.5
76.2	529091.5
76.8	528394.313
77.4	526982.875
78	527105.688
78.6	527897.375
79.2	529117.938
79.8	527814.25
80.4	526729.688
81	528309.313
81.6	527094.375
82.2	528330.063
82.8	529747.125
83.4	529514.75
84	526178
84.6	527967.313
85.2	527026.375
85.8	527782.125
86.4	524987.625
87	527224.75
87.6	525851.125
88.2	527695.25
88.8	528025.875
89.4	528878
90	528426.375
90.6	527472.25
91.2	528239.313
91.8	526308.375
92.4	528090.125
93	527207.75
93.6	525280.563
94.2	527169.938
94.8	526274.375
95.4	529186
96	527927.563
96.6	529225.625
97.2	527644.188
97.8	530319.625
98.4	527678.188
99	526281.938
99.6	526202.563
100.2	527039.563
100.8	528054.188
101.4	529032.938
102	526922.438
102.6	528526.563
103.2	526703.25
103.8	528878
104.4	526569.125
105	526497.375
105.6	525482.688
106.2	527152.938
106.8	527596.938
107.4	526487.875
108	526270.625
108.6	525983.375
109.2	526068.438
109.8	526291.375
110.4	528622.938
111	526021.188
111.6	527232.313
112.2	525684.875
112.8	528944.125
113.4	526355.625
114	524881.875
114.6	527430.688
115.2	528343.25
115.8	527506.313
116.4	526756.188
117	527572.438
117.6	529803.75
118.2	527697.125
118.8	527504.375
119.4	528271.5
120	526776.938
120.6	526773.188
121.2	526499.25
121.8	528796.75
122.4	527863.375
123	527835.063
123.6	527043.375
124.2	528604
124.8	528122.25
125.4	526159.125
126	526846.875
126.6	528604
127.2	528318.75
127.8	528488.75
128.4	527914.375
129	528902.563
129.6	527355.125
130.2	527634.75
130.8	525306.938
131.4	526707.063
132	526945.125
132.6	527022.563
133.2	526758.063
133.8	527651.75
134.4	525437.375
135	527062.313
135.6	528539.75
136.2	525034.875
136.8	526463.313
137.4	526230.875
138	526484.063
138.6	525486.438
139.2	527903.063
139.8	527430.688
140.4	528311.188
141	527050.875
141.6	526552.063
142.2	527151.063
142.8	526491.625
143.4	526106.188
144	525934.313
144.6	527795.313
145.2	527568.625
145.8	528309.313
146.4	527678.188
147	526380.188
147.6	526312.188
148.2	526170.438
148.8	526595.563
149.4	526053.313
150	527989.938
150.6	526603.125
151.2	526897.875
151.8	529465.625
152.4	527974.813
153	526907.313
153.6	528607.813
154.2	526973.438
154.8	526805.25
155.4	526147.813
156	526179.875
156.6	527916.25
157.2	526263.063
157.8	527077.375
158.4	525922.938
159	526482.188
159.6	526283.813
160.2	526933.813
160.8	526850.625
161.4	527211.5
162	526276.25
162.6	528027.75
163.2	526520
163.8	526759.938
164.4	525501.625
165	525994.688
165.6	526340.5
166.2	526166.688
166.8	527305.938
167.4	526321.625
168	526416.063
168.6	527668.75
169.2	525367.438
169.8	526538.875
170.4	526552.063
171	526514.313
171.6	527557.25
172.2	526552.063
172.8	526567.25
173.4	527753.813
174	527568.625
174.6	525594.188
175.2	528806.188
175.8	527117
176.4	526814.75
177	527974.813
177.6	526654.125
178.2	526510.563
178.8	526281.938
179.4	525590.375
180	526312.188
180.6	527160.5
181.2	526166.688
181.8	527886.063
182.4	527557.25
183	526699.5
183.6	528154.313
184.2	528579.5
184.8	525446.813
185.4	526076
186	528360.25
186.6	527954.063
187.2	527442.063
187.8	527927.563
188.4	528209.125
189	525866.25
189.6	526374.563
190.2	527272
190.8	527748.125
191.4	526128.938
192	526168.563
192.6	526969.688
193.2	529378.688
193.8	525977.75
194.4	525919.125
195	527379.688
195.6	528966.813
196.2	526195.063
196.8	525622.563
197.4	525548.813
198	525637.625
198.6	525439.25
199.2	527357
199.8	528233.688
200.4	525970.188
201	526686.313
201.6	525620.625
202.2	527300.313
202.8	527510.063
203.4	525701.875
204	525220.063
204.6	527345.688
205.2	527846.375
205.8	527430.688
206.4	526370.688
207	526913
207.6	525042.438
208.2	526219.563
208.8	526744.813
209.4	525643.313
210	526140.25
210.6	528139.25
211.2	527527.063
211.8	525951.313
212.4	527576.188
213	525465.688
213.6	526485.938
214.2	527260.688
214.8	528426.375
215.4	528949.813
216	528169.438
216.6	526814.75
217.2	526227.125
217.8	528581.375
218.4	526021.188
219	525839.813
219.6	527272
220.2	527332.438
220.8	526763.75
221.4	528556.75
222	527220.938
222.6	528844
223.2	528080.688
223.8	527880.375
224.4	527426.875
