wl	counts
665.5	0.0340033290435218
666	0.0323496023429573
666.5	0.0317004684329797
667	0.0305473507164948
667.5	0.0295890522862443
668	0.0291197197259501
668.5	0.0294590904183429
669	0.0292623551518959
669.5	0.0278057724912267
670	0.0277137969772306
670.5	0.0282662918215696
671	0.025811196352182
671.5	0.0253718827373978
672	0.0253282224778185
672.5	0.0254727879282978
673	0.0254613066493963
673.5	0.024287363530124
674	0.0254609177798202
674.5	0.0231138830363651
675	0.0215922016926699
675.5	0.022802513278673
676	0.0221467444966352
676.5	0.0210311362782036
677	0.0204796404408287
677.5	0.0227026738750183
678	0.019946761792542
678.5	0.0214175619564755
679	0.0205097176098151
679.5	0.0174900938242489
680	0.0191782489220658
680.5	0.0197586424844913
681	0.0187664053480477
681.5	0.0181652502798447
682	0.0180309924308737
682.5	0.0187269089971157
683	0.0177506562511254
683.5	0.0183897423330285
684	0.0158715221982863
684.5	0.0174527547182222
685	0.015141288008211
685.5	0.0163436208387514
686	0.0148029150206598
686.5	0.016131538291776
687	0.0145123677824839
687.5	0.0146468753599439
688	0.0161842559292705
688.5	0.014620605969108
689	0.0152821238078883
689.5	0.0171622328714345
690	0.0142892197057114
690.5	0.0129773302895414
691	0.013602634428148
691.5	0.0124833050227105
692	0.0148472764731916
692.5	0.0129605780188631
693	0.013233154013707
693.5	0.0140216676714092
694	0.0133458967070141
694.5	0.0134555030523239
695	0.0143615052677179
695.5	0.0119733407536953
696	0.0128290876451941
696.5	0.012088007891011
697	0.0110251286571412
697.5	0.0113645312515346
698	0.0108729207708327
698.5	0.0109631734837863
699	0.0121121924907564
699.5	0.0107531650318953
700	0.00998283914189087
700.5	0.0106769120887265
701	0.010607591273577
701.5	0.00959150446189008
702	0.00784487335966051
702.5	0.00892170834227458
703	0.00866517713776515
703.5	0.0091862189998122
704	0.00726168043853402
704.5	0.00927224173070381
705	0.0083209762220531
705.5	0.00855355627877505
706	0.00828875823350642
706.5	0.00620330571134728
707	0.00856972382205537
707.5	0.00747284900714277
708	0.00713518209550347
708.5	0.00781414552937454
709	0.00598218712266351
709.5	0.00667159020256264
710	0.00703117170523578
710.5	0.006284098690541
711	0.00683873374058268
711.5	0.00588731922261651
712	0.00679408638845989
712.5	0.00582744632911585
713	0.00539233991855112
713.5	0.00603557674836357
714	0.00593452929128227
714.5	0.00603633530911197
715	0.00725329224926106
715.5	0.00576613082342654
716	0.00538572502477009
716.5	0.00521197084346881
717	0.00424609324193971
717.5	0.00469501770179699
718	0.00557715073801326
718.5	0.00590135121063163
719	0.00427303357928319
719.5	0.00604793869919899
720	0.00447532966206722
720.5	0.00450574384825258
721	0.00416647111267333
721.5	0.0041849200117325
722	0.00323153918652019
722.5	0.00514026110792318
723	0.00342950351707001
723.5	0.00345295012960211
724	0.00432515515161319
724.5	0.00404691407762555
725	0.0022686823510171
725.5	0.0038570012353794
726	0.00221482049199991
726.5	0.00310774477521497
727	0.00288782522741011
727.5	0.00250009848696345
728	0.00268803243787983
728.5	0.00212947453926442
729	0.00181636370431075
729.5	0.00307431230633718
730	0.00326488011618802
730.5	0.00244428078418429
731	0.00339556119283645
731.5	0.00230841146564227
732	0.00103318958583279
732.5	0.00199015548904893
733	0.0027027605498707
733.5	0.00351454273625487
734	0.00203335614589903
734.5	0.00205084885922166
735	0.00143768453865726
735.5	0.00353249633582736
736	0.00118476237120521
736.5	0.00137617211484631
737	0.00184628737165909
737.5	0.00139747130419694
738	1.877471698182E-4
738.5	0.00179562598087026
739	0.00209835376561915
739.5	0.00144045642257401
740	0.00183566909302928
740.5	0.00107072567508726
741	9.81692288220569E-4
741.5	-3.94913574783052E-4
742	-6.98540070512536E-4
742.5	0.00160755313068935
743	-1.01262310079857E-4
743.5	7.1319629046141E-4
744	0
744.5	6.20985133221267E-4
745	-9.38497137488359E-4
745.5	-3.15176350911144E-4
746	8.48382668087642E-4
746.5	0
747	4.31570114719222E-4
747.5	8.68445024314719E-4
748	-8.76345360381369E-4
748.5	5.51793058920819E-4
749	0
749.5	5.6004101146344E-4
750	-5.65318176230893E-4
750.5	-2.27646205845771E-4
751	2.29616877062376E-4
751.5	6.93568299039644E-4
752	0
752.5	-2.3510985002823E-4
753	-4.73389529342995E-4
753.5	-3.58209780822281E-4
754	-7.22155882699153E-4
754.5	1.21497431916852E-4
755	-0.00110089504364566
755.5	-0.00148187278099729
756	-0.00223825592488048
756.5	-0.00238468463821383
757	-0.00101120891208337
757.5	-0.00152992745280438
758	-9.0021472278631E-4
758.5	-0.0016889435887805
759	-0.00209824804257509
759.5	-0.0017205202727076
760	-0.00133676277359825
760.5	-9.45095801242835E-4
761	-0.00231699142035222
761.5	-0.00164778746883463
762	-0.00221761507005121
762.5	-0.00223347481948118
763	-0.00168762851948823
763.5	-0.00184102231384039
764	-0.00142867155381754
764.5	-0.00172734680789512
765	-0.00305166717809077
765.5	-0.00307696585522362
766	-0.00324959035226952
766.5	-0.00283183118934528
767	-0.00390970006650498
767.5	-0.00287672991621177
768	-0.00274891952667327
768.5	-0.00276848125680266
769	-0.00279084112721841
769.5	-0.0031328440508926
770	-0.00363603945944506
770.5	-0.00399199349072695
771	-0.00322531705008097
771.5	-0.00309214421326355
772	-0.00279186046589496
772.5	-0.0041397968733584
773	-0.00350746234299007
773.5	-0.00404223071511971
774	-0.00390772701612459
774.5	-0.00377646442087991
775	-0.00381214241856675
775.5	-0.0015717388844873
776	-0.00300165241202191
776.5	-0.00337719141631936
777	-0.00502961205083843
777.5	-0.00434758526223556
778	-0.00474354053313805
778.5	-0.0038696888842492
779	-0.00334506425081528
779.5	-0.00431488935753724
780	-0.00397835638995398
780.5	-0.00401605000812524
781	-0.00463280596381022
781.5	-0.00369625757351635
782	-0.00373184687806092
782.5	-0.00495567167718434
783	-0.00459799084548375
783.5	-0.00443289803875057
784	-0.00447700964188209
784.5	-0.00430716997557069
785	-0.0051760820879586
785.5	-0.00439464064805222
786	-0.00548665681617215
786.5	-0.00532977657959361
787	-0.00473815324322249
787.5	-0.00434388185850229
788	-0.00548149944388209
788.5	-0.00575258596873001
789	-0.00556993516583385
789.5	-0.00607285063665604
790	-0.00499276284979102
790.5	-0.006638412121912
791	-0.00717028957752897
791.5	-0.00560783563546107
792	-0.0056603989342388
792.5	-0.00546320842717296
793	-0.00671038760205292
793.5	-0.00555676215081168
794	-0.00681647144564465
794.5	-0.00663654019064264
795	-0.00620128760752927
795.5	-0.00626799217960123
796	-0.00605855574081245
796.5	-0.00764958635103317
797	-0.00744591329233409
797.5	-0.00622549917981165
798	-0.00627776479478996
798.5	-0.00792875948428807
799	-0.0058572091006307
799.5	-0.00753000519881699
800	-0.00759656429590592
